seat_no,seat_num,row,screen_id,section
282678,23,F,5,center
282679,25,F,5,center
282680,27,F,5,center
282681,29,F,5,center
282682,31,F,5,center
282683,33,F,5,center
282684,35,F,5,center
282685,37,F,5,center
282686,39,F,5,center
282687,41,F,5,center
282688,43,F,5,center
282689,45,F,5,center
282690,47,F,5,center
282691,49,F,5,center
282692,51,F,5,center
282722,50,G,5,center
282723,48,G,5,center
282724,46,G,5,center
282725,44,G,5,center
282726,42,G,5,center
282727,40,G,5,center
282728,38,G,5,center
282729,36,G,5,center
282730,34,G,5,center
282731,32,G,5,center
282732,30,G,5,center
282733,28,G,5,center
282734,26,G,5,center
282735,24,G,5,center
282736,22,G,5,center
282737,20,G,5,center
282738,18,G,5,center
282739,16,G,5,center
282740,14,G,5,center
282741,12,G,5,center
282742,10,G,5,center
282743,8,G,5,center
282744,6,G,5,center
282745,4,G,5,center
282746,2,G,5,center
282747,1,G,5,center
282748,3,G,5,center
282749,5,G,5,center
282750,7,G,5,center
282751,9,G,5,center
282752,11,G,5,center
282753,13,G,5,center
282754,15,G,5,center
282755,17,G,5,center
282756,19,G,5,center
282757,21,G,5,center
282758,23,G,5,center
282759,25,G,5,center
282760,27,G,5,center
282761,29,G,5,center
282762,31,G,5,center
282763,33,G,5,center
282764,35,G,5,center
282765,37,G,5,center
282766,39,G,5,center
282767,41,G,5,center
282768,43,G,5,center
282769,45,G,5,center
282770,47,G,5,center
282771,49,G,5,center
282772,51,G,5,center
282801,52,H,5,center
282802,50,H,5,center
282803,48,H,5,center
282804,46,H,5,center
282805,44,H,5,center
282806,42,H,5,center
282807,40,H,5,center
282808,38,H,5,center
282809,36,H,5,center
282810,34,H,5,center
282811,32,H,5,center
282812,30,H,5,center
282813,28,H,5,center
282814,26,H,5,center
282815,24,H,5,center
282816,22,H,5,center
282817,20,H,5,center
282818,18,H,5,center
282819,16,H,5,center
282820,14,H,5,center
282821,12,H,5,center
282822,10,H,5,center
282823,8,H,5,center
282824,6,H,5,center
282825,4,H,5,center
282826,2,H,5,center
282827,1,H,5,center
282828,3,H,5,center
282829,5,H,5,center
282830,7,H,5,center
282831,9,H,5,center
282832,11,H,5,center
282833,13,H,5,center
282834,15,H,5,center
282835,17,H,5,center
282836,19,H,5,center
282837,21,H,5,center
282838,23,H,5,center
282839,25,H,5,center
282840,27,H,5,center
282841,29,H,5,center
282842,31,H,5,center
282843,33,H,5,center
282844,35,H,5,center
282845,37,H,5,center
282846,39,H,5,center
282847,41,H,5,center
282848,43,H,5,center
282849,45,H,5,center
282850,47,H,5,center
282851,49,H,5,center
282852,51,H,5,center
282882,50,J,5,center
282883,48,J,5,center
282884,46,J,5,center
282885,44,J,5,center
282886,42,J,5,center
282887,40,J,5,center
282888,38,J,5,center
282889,36,J,5,center
282890,34,J,5,center
282891,32,J,5,center
282892,30,J,5,center
282893,28,J,5,center
282894,26,J,5,center
282895,24,J,5,center
282896,22,J,5,center
282897,20,J,5,center
282898,18,J,5,center
282899,16,J,5,center
282900,14,J,5,center
282901,12,J,5,center
282902,10,J,5,center
282903,8,J,5,center
282904,6,J,5,center
282905,4,J,5,center
282906,2,J,5,center
282907,1,J,5,center
282908,3,J,5,center
282909,5,J,5,center
282910,7,J,5,center
282911,9,J,5,center
282912,11,J,5,center
282913,13,J,5,center
282914,15,J,5,center
282915,17,J,5,center
282916,19,J,5,center
282917,21,J,5,center
282918,23,J,5,center
282919,25,J,5,center
282920,27,J,5,center
282921,29,J,5,center
282922,31,J,5,center
282923,33,J,5,center
282924,35,J,5,center
282925,37,J,5,center
282926,39,J,5,center
282927,41,J,5,center
282928,43,J,5,center
282929,45,J,5,center
282930,47,J,5,center
282931,49,J,5,center
282932,51,J,5,center
282977,20,K,5,center
282978,18,K,5,center
282979,16,K,5,center
282980,14,K,5,center
282981,12,K,5,center
282982,10,K,5,center
282983,8,K,5,center
282984,6,K,5,center
282985,4,K,5,center
282986,2,K,5,center
282987,1,K,5,center
282988,3,K,5,center
282989,5,K,5,center
282990,7,K,5,center
282991,9,K,5,center
282992,11,K,5,center
282993,13,K,5,center
282994,15,K,5,center
282995,17,K,5,center
282996,19,K,5,center
